campaign,prod_type,subject,sent,uniq_open,uniq_click
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,37,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,34,4,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,35,7,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,29,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,34,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,30,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,40,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,70,6,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,50,6,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,61,7,1
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,34,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,48,6,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,38,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,73,8,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,38,3,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,39,6,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,31,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,47,6,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,39,4,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,31,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,32,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,41,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,32,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,38,5,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,29,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,33,4,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,30,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,35,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,33,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,32,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,1,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",7982,644,5
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",782,69,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",22334,1884,11
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",370,30,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",259,20,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",13681,1011,12
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",31281,2416,28
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",16520,1345,15
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",921,89,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",503,40,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,45,6,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,33,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,33,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,32,5,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,32,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,42,8,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,33,4,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,34,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,34,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,31,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,30,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,30,4,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,29,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,34,5,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,29,3,0
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,49465,3340,102
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,304,43,2
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,987,103,1
MBNB UseCase,NB Registration,Scan & Pay on IndusMobile. Avail exciting discounts,161442,16118,278
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,63712,3281,62
MBNB UseCase,NB Registration,Scan & Pay on IndusMobile. Avail exciting discounts,122395,11790,162
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,36,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,41,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,32,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,37,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,30,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,32,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,30,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,31,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,31,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,31,3,0
MB Registration,MB Registration,Download IndusMobile app and avail enhanced daily transaction limit of Rs. 10 Lakhs,39782,2340,33
MB Transaction,MB Transaction,Avail enhanced daily transaction limit of Rs. 10 Lakhs on your IndusMobile app,15790,1507,10
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,40,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,34,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,39,6,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,33,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,32,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,33,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,29,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,30,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,31,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,29,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,26,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,28,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,28,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,24,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,2,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",7973,640,7
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",782,67,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",22307,1909,24
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",370,19,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",259,29,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",13659,1025,9
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",31228,2447,16
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",16484,1317,11
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",920,73,1
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",502,38,1
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",29,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,38,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,25,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,50,4,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,55,8,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,32,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,25,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,42,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,37,4,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,34,5,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,37,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,35,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,32,6,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,42,9,1
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,81,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,36,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,27,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,34,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,32,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,60,4,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,26,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,34,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,30,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,31,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,44,2,0
MBNB UseCase,NB Registration,Scan & Pay on IndusMobile. Avail exciting discounts,3821,416,6
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",38,5,0
MBNB UseCase,NB Registration,Ending Tomorrow. Win a voucher worth Rs.500. Details inside.,96850,9342,151
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,236,37,0
MBNB UseCase,MB Registration,You're missing your Amazon gift voucher. Hurry,41975,3015,124
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,469,30,0
MBNB UseCase,MB Registration,You're missing your Amazon gift voucher. Hurry,32520,2243,55
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,118,13,2
MBNB UseCase,NB Registration,Going soon: Last chance to win a voucher worth Rs.500. Details inside.,142048,13190,183
MBNB UseCase,NB Registration,Scan & Pay on IndusMobile. Avail exciting discounts,5633,775,14
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,1317,113,2
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,39,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,35,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,78,7,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,35,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,30,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,27,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,47,7,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,63,8,2
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,65,8,1
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,24,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,43,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,61,7,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,26,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,32,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,33,2,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,29,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,24,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,3,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",56,14,1
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,50,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,87,19,2
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,35,5,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,54,7,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,30,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,32,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,32,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,34,7,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,26,3,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,28,2,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,63,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,26,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,27,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,40,4,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,28,3,1
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,28,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,24,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,3,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",92,16,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",7958,610,7
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",775,79,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",22271,1802,15
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",365,22,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",254,34,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",13640,955,7
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",31187,2299,18
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",16458,1287,12
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",913,93,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",495,41,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",36,5,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,28,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,60,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,52,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,44,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,32,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,64,8,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,37,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,81,7,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,32,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,37,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,36,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,36,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,36,4,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,56,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,66,7,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,38,5,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,43,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,33,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,30,2,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",42,6,0
MBNB UseCase,NB Registration,Scan & Pay on IndusMobile. Avail exciting discounts,488,48,2
MBNB UseCase,NB Registration,Going soon: Last chance to win a voucher worth Rs.500. Details inside.,4195,503,6
MBNB UseCase,NB Registration,Ending Tomorrow. Win a voucher worth Rs.500. Details inside.,2318,247,2
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,258,32,3
MBNB UseCase,NB Registration,Scan & Pay on IndusMobile. Avail exciting discounts,1870,277,7
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,28,1,0
MBNB UseCase,MB Registration,You're missing your Amazon gift voucher. Hurry,85,16,0
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,979,84,1
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,73,7,0
MBNB UseCase,MB Registration,You're missing your Amazon gift voucher. Hurry,385,27,1
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,50,5,1
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,45,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,40,5,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,31,1,0
